question_split,problem_id,trace_id,corpus_index,analysis_length_label,solution_token_count,feature_17723_token_mean_activation,feature_17723_token_activation_frequency,feature_17723_maximum_activation,feature_17723_first_64_token_mean_activation,feature_8970_token_mean_activation,feature_8970_token_activation_frequency,feature_8970_maximum_activation,feature_8970_first_64_token_mean_activation,feature_3803_token_mean_activation,feature_3803_token_activation_frequency,feature_3803_maximum_activation,feature_3803_first_64_token_mean_activation,feature_4840_token_mean_activation,feature_4840_token_activation_frequency,feature_4840_maximum_activation,feature_4840_first_64_token_mean_activation,feature_9915_token_mean_activation,feature_9915_token_activation_frequency,feature_9915_maximum_activation,feature_9915_first_64_token_mean_activation,feature_26651_token_mean_activation,feature_26651_token_activation_frequency,feature_26651_maximum_activation,feature_26651_first_64_token_mean_activation,feature_2601_token_mean_activation,feature_2601_token_activation_frequency,feature_2601_maximum_activation,feature_2601_first_64_token_mean_activation,feature_14738_token_mean_activation,feature_14738_token_activation_frequency,feature_14738_maximum_activation,feature_14738_first_64_token_mean_activation,feature_287_token_mean_activation,feature_287_token_activation_frequency,feature_287_maximum_activation,feature_287_first_64_token_mean_activation,feature_21350_token_mean_activation,feature_21350_token_activation_frequency,feature_21350_maximum_activation,feature_21350_first_64_token_mean_activation,feature_5687_token_mean_activation,feature_5687_token_activation_frequency,feature_5687_maximum_activation,feature_5687_first_64_token_mean_activation,feature_11254_token_mean_activation,feature_11254_token_activation_frequency,feature_11254_maximum_activation,feature_11254_first_64_token_mean_activation,feature_17934_token_mean_activation,feature_17934_token_activation_frequency,feature_17934_maximum_activation,feature_17934_first_64_token_mean_activation,feature_12670_token_mean_activation,feature_12670_token_activation_frequency,feature_12670_maximum_activation,feature_12670_first_64_token_mean_activation,feature_9143_token_mean_activation,feature_9143_token_activation_frequency,feature_9143_maximum_activation,feature_9143_first_64_token_mean_activation,feature_532_token_mean_activation,feature_532_token_activation_frequency,feature_532_maximum_activation,feature_532_first_64_token_mean_activation,feature_21963_token_mean_activation,feature_21963_token_activation_frequency,feature_21963_maximum_activation,feature_21963_first_64_token_mean_activation,feature_13518_token_mean_activation,feature_13518_token_activation_frequency,feature_13518_maximum_activation,feature_13518_first_64_token_mean_activation,feature_6766_token_mean_activation,feature_6766_token_activation_frequency,feature_6766_maximum_activation,feature_6766_first_64_token_mean_activation,feature_1829_token_mean_activation,feature_1829_token_activation_frequency,feature_1829_maximum_activation,feature_1829_first_64_token_mean_activation,feature_11975_token_mean_activation,feature_11975_token_activation_frequency,feature_11975_maximum_activation,feature_11975_first_64_token_mean_activation,feature_14635_token_mean_activation,feature_14635_token_activation_frequency,feature_14635_maximum_activation,feature_14635_first_64_token_mean_activation,feature_26346_token_mean_activation,feature_26346_token_activation_frequency,feature_26346_maximum_activation,feature_26346_first_64_token_mean_activation,feature_1199_token_mean_activation,feature_1199_token_activation_frequency,feature_1199_maximum_activation,feature_1199_first_64_token_mean_activation
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_00,16,long,328,0.018769055604934692,0.0030487803742289543,6.15625,0.0,0.015053353272378445,0.0030487803742289543,4.9375,0.0,0.014481707476079464,0.0030487803742289543,4.75,0.0,0.022675305604934692,0.0030487803742289543,7.4375,0.0,0.023580411449074745,0.009146341122686863,4.125,0.0,0.0332745797932148,0.009146341122686863,6.96875,0.0,0.014291158877313137,0.0030487803742289543,4.6875,0.0,0.013147865422070026,0.0030487803742289543,4.3125,0.0,0.01648246869444847,0.0030487803742289543,5.40625,0.0,0.019054878503084183,0.0030487803742289543,6.25,0.0,0.012862042523920536,0.0030487803742289543,4.21875,0.0,0.011337652802467346,0.0030487803742289543,3.71875,0.0,0.10113376379013062,0.03353658691048622,5.0625,0.03662109375,0.09706078469753265,0.024390242993831635,9.4375,0.0,0.10451600700616837,0.024390242993831635,9.25,0.0,0.2603849172592163,0.057926829904317856,7.09375,0.0,0.2089129239320755,0.06707317382097244,12.125,0.024658203125,0.05078125,0.015243902802467346,6.375,0.0308837890625,0.6170922517776489,0.07926829159259796,12.0625,0.0,0.061785440891981125,0.021341463550925255,4.9375,0.0,0.05809355899691582,0.027439024299383163,3.71875,0.0,0.13709984719753265,0.04268292710185051,5.78125,0.0,0.16556307673454285,0.0518292672932148,6.5625,0.0,0.2545255422592163,0.04878048598766327,7.9375,0.0308837890625
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_02,18,long,311,0.022005626931786537,0.003215434029698372,6.84375,0.0,0.01698151044547558,0.003215434029698372,5.28125,0.0,0.014569935388863087,0.003215434029698372,4.53125,0.0,0.021704180166125298,0.003215434029698372,6.75,0.0,0.013967041857540607,0.003215434029698372,4.34375,0.0,0.027532154694199562,0.006430868059396744,7.0,0.0,0.01858922839164734,0.003215434029698372,5.78125,0.0,0.013464630581438541,0.003215434029698372,4.1875,0.0,0.0209505632519722,0.006430868059396744,5.125,0.021728515625,0.022608520463109016,0.003215434029698372,7.03125,0.0,0.016479099169373512,0.003215434029698372,5.125,0.0,0.013464630581438541,0.003215434029698372,4.1875,0.0,0.014318729750812054,0.006430868059396744,3.09375,0.0,0.15675240755081177,0.04823151230812073,8.375,0.0,0.11962419748306274,0.03536977618932724,6.03125,0.0,0.20679260790348053,0.05144694447517395,5.65625,0.0,0.03285771608352661,0.01929260417819023,2.265625,0.0,0.0,0.0,0.0,0.0,0.5885249376296997,0.08038584887981415,16.125,0.0,0.03730405867099762,0.01607717014849186,3.5,0.0,0.004647307097911835,0.003215434029698372,1.4453125,0.0,0.0458952970802784,0.01607717014849186,5.71875,0.0,0.08548533171415329,0.03215434029698372,3.609375,0.0,0.34822145104408264,0.061093248426914215,8.625,0.02099609375
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_03,19,short,254,0.022760827094316483,0.003937007859349251,5.78125,0.0,0.025159940123558044,0.007874015718698502,4.71875,0.0,0.024698572233319283,0.007874015718698502,4.625,0.0,0.028666337952017784,0.003937007859349251,7.28125,0.0,0.016240157186985016,0.003937007859349251,4.125,0.0,0.02768208645284176,0.003937007859349251,7.03125,0.0,0.0175935048609972,0.003937007859349251,4.46875,0.0,0.022022638469934464,0.007874015718698502,3.8125,0.02783203125,0.02030019648373127,0.003937007859349251,5.15625,0.0,0.024114172905683517,0.003937007859349251,6.125,0.0,0.0156865157186985,0.003937007859349251,3.984375,0.0,0.014702264219522476,0.003937007859349251,3.734375,0.0,0.09221210330724716,0.035433072596788406,4.875,0.0,0.12057086825370789,0.05511811003088951,5.21875,0.0,0.02226870134472847,0.007874015718698502,3.40625,0.0,0.15335875749588013,0.04330708831548691,4.59375,0.0,0.10288508981466293,0.04330708831548691,3.359375,0.0,0.0061515746638178825,0.003937007859349251,1.5625,0.0,0.7602115869522095,0.08267716318368912,15.125,0.0,0.015840305015444756,0.007874015718698502,2.6875,0.0,0.005967027507722378,0.003937007859349251,1.515625,0.0,0.09707184880971909,0.023622047156095505,5.59375,0.0,0.144039124250412,0.04724409431219101,5.3125,0.0,0.22130289673805237,0.04724409431219101,8.6875,0.0308837890625
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_05,21,short,238,0.02823004126548767,0.004201680887490511,6.71875,0.0,0.022584034129977226,0.004201680887490511,5.375,0.0,0.01864495873451233,0.004201680887490511,4.4375,0.0,0.02691701613366604,0.004201680887490511,6.40625,0.0,0.01785714365541935,0.004201680887490511,4.25,0.0,0.02967436984181404,0.004201680887490511,7.0625,0.0,0.024159664288163185,0.004201680887490511,5.75,0.0,0.01706932857632637,0.004201680887490511,4.0625,0.0,0.02087710052728653,0.004201680887490511,4.96875,0.0,0.028492646291851997,0.004201680887490511,6.78125,0.0,0.021402310580015182,0.004201680887490511,5.09375,0.0,0.01785714365541935,0.004201680887490511,4.25,0.0,0.013983718119561672,0.004201680887490511,3.328125,0.052001953125,0.11754858493804932,0.05042016878724098,4.03125,0.0,0.01194852963089943,0.004201680887490511,2.84375,0.0,0.07461265474557877,0.02521008439362049,4.28125,0.0,0.06519170105457306,0.029411764815449715,3.234375,0.0,0.0,0.0,0.0,0.0,0.5368303656578064,0.05882352963089943,14.0625,0.0,0.017889969050884247,0.008403361774981022,2.46875,0.0,0.01930147036910057,0.012605042196810246,1.796875,0.0,0.0,0.0,0.0,0.0,0.049369748681783676,0.021008403971791267,3.328125,0.0,0.2143513709306717,0.04621848836541176,9.1875,0.0240478515625
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_06,22,short,255,0.026348039507865906,0.003921568859368563,6.71875,0.0,0.021200980991125107,0.003921568859368563,5.40625,0.0,0.02447916753590107,0.007843137718737125,4.4375,0.0,0.025245098397135735,0.003921568859368563,6.4375,0.0,0.01666666753590107,0.003921568859368563,4.25,0.0,0.02757352963089943,0.003921568859368563,7.03125,0.0,0.022549020126461983,0.003921568859368563,5.75,0.0,0.01568627543747425,0.003921568859368563,4.0,0.0,0.01936274580657482,0.003921568859368563,4.9375,0.0,0.026960784569382668,0.003921568859368563,6.875,0.0,0.019607843831181526,0.003921568859368563,5.0,0.0,0.016421569511294365,0.003921568859368563,4.1875,0.0,0.08229167014360428,0.0313725508749485,4.5,0.052001953125,0.09515931457281113,0.03921568766236305,4.25,0.0,0.03023897111415863,0.01568627543747425,2.734375,0.0,0.12763480842113495,0.04313725605607033,4.59375,0.0,0.07647059112787247,0.0313725508749485,3.609375,0.0,0.0,0.0,0.0,0.0,0.6924019455909729,0.07450980693101883,14.375,0.0,0.0055759805254638195,0.003921568859368563,1.421875,0.0,0.005269607994705439,0.003921568859368563,1.34375,0.0,0.11007965356111526,0.0313725508749485,5.34375,0.0,0.16476716101169586,0.05882352963089943,4.9375,0.0,0.17935049533843994,0.0470588244497776,9.25,0.0240478515625
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_10,26,long,296,0.020059121772646904,0.0033783784601837397,5.9375,0.0,0.016364019364118576,0.0033783784601837397,4.84375,0.0,0.01583614945411682,0.0033783784601837397,4.6875,0.0,0.025021115317940712,0.0033783784601837397,7.40625,0.0,0.014146959409117699,0.0033783784601837397,4.1875,0.0,0.024282094091176987,0.0033783784601837397,7.1875,0.0,0.01583614945411682,0.0033783784601837397,4.6875,0.0,0.01303842943161726,0.0033783784601837397,3.859375,0.0,0.017630912363529205,0.0033783784601837397,5.21875,0.0,0.021431587636470795,0.0033783784601837397,6.34375,0.0,0.014569256454706192,0.0033783784601837397,4.3125,0.0,0.012827279977500439,0.0033783784601837397,3.796875,0.0,0.07049725204706192,0.02364864945411682,5.0625,0.0,0.12368032336235046,0.054054055362939835,6.0625,0.0,0.07791385054588318,0.027027027681469917,6.1875,0.0,0.1972128450870514,0.054054055362939835,6.59375,0.0,0.05769636854529381,0.030405405908823013,2.515625,0.0,0.0,0.0,0.0,0.0,0.7010927200317383,0.08445946127176285,15.875,0.0267333984375,0.023569468408823013,0.010135134682059288,2.765625,0.0,0.005410684272646904,0.0033783784601837397,1.6015625,0.0,0.11800570040941238,0.030405405908823013,6.4375,0.0,0.14980997145175934,0.05067567527294159,5.28125,0.0,0.25744298100471497,0.054054055362939835,8.5625,0.0308837890625
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_11,27,long,308,0.021814122796058655,0.003246753243729472,6.71875,0.0,0.017146915197372437,0.003246753243729472,5.28125,0.0,0.014711850322782993,0.003246753243729472,4.53125,0.0,0.021509740501642227,0.003246753243729472,6.625,0.0,0.013900162652134895,0.003246753243729472,4.28125,0.0,0.023234577849507332,0.003246753243729472,7.15625,0.0,0.01887175254523754,0.003246753243729472,5.8125,0.0,0.013595779426395893,0.003246753243729472,4.1875,0.0,0.016233766451478004,0.003246753243729472,5.0,0.0,0.02211850695312023,0.003246753243729472,6.8125,0.0,0.016538148745894432,0.003246753243729472,5.09375,0.0,0.013595779426395893,0.003246753243729472,4.1875,0.0,0.05392654240131378,0.019480518996715546,4.59375,0.0,0.2753145396709442,0.09090909361839294,10.125,0.0,0.051288556307554245,0.019480518996715546,5.125,0.0,0.2516741156578064,0.05844155699014664,7.46875,0.0,0.2574320137500763,0.06168831139802933,15.0625,0.0,0.0,0.0,0.0,0.0,0.8380935192108154,0.09415584057569504,16.5,0.0252685546875,0.04865056648850441,0.022727273404598236,3.0,0.0,0.11492998898029327,0.025974025949835777,8.875,0.0,0.20000506937503815,0.04545454680919647,7.78125,0.0,0.19678369164466858,0.05844155699014664,6.59375,0.0,0.2647879421710968,0.05844155699014664,8.4375,0.0308837890625
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_13,29,short,241,0.03484828770160675,0.008298755623400211,6.75,0.0,0.02243257313966751,0.004149377811700106,5.40625,0.0,0.018801867961883545,0.004149377811700106,4.53125,0.0,0.027230290696024895,0.004149377811700106,6.5625,0.0,0.026063278317451477,0.008298755623400211,4.3125,0.03076171875,0.029434647411108017,0.004149377811700106,7.09375,0.0,0.02359958551824093,0.004149377811700106,5.6875,0.0,0.024377593770623207,0.008298755623400211,4.09375,0.02783203125,0.020876556634902954,0.004149377811700106,5.03125,0.0,0.02865663915872574,0.004149377811700106,6.90625,0.0,0.02113589271903038,0.004149377811700106,5.09375,0.0,0.017634855583310127,0.004149377811700106,4.25,0.0,0.005867479369044304,0.004149377811700106,1.4140625,0.0,0.21923625469207764,0.08298755437135696,4.28125,0.0,0.03283843398094177,0.01244813296943903,3.953125,0.0,0.09796421229839325,0.029045643284916878,4.21875,0.0,0.051445797085762024,0.02074688859283924,3.984375,0.0,0.0396784245967865,0.016597511246800423,4.21875,0.0,0.5145552158355713,0.062240663915872574,14.1875,0.0,0.02389133907854557,0.01244813296943903,2.53125,0.0,0.0069048237055540085,0.004149377811700106,1.6640625,0.0,0.007099325768649578,0.004149377811700106,1.7109375,0.0,0.062305498868227005,0.029045643284916878,2.953125,0.0,0.21343360841274261,0.04149377718567848,8.4375,0.0308837890625
dev,hf-000012,hf-000012:qwen2p5_7b:unconstrained_sample_pool:candidate_00,64,long,231,0.02854437194764614,0.0043290043249726295,6.59375,0.0,0.022186147049069405,0.0043290043249726295,5.125,0.0,0.02083333395421505,0.0043290043249726295,4.8125,0.0,0.037608224898576736,0.008658008649945259,7.25,0.0,0.01907467469573021,0.0043290043249726295,4.40625,0.0,0.03152056410908699,0.0043290043249726295,7.28125,0.0,0.02259199135005474,0.0043290043249726295,5.21875,0.0,0.016910172998905182,0.0043290043249726295,3.90625,0.0,0.022997835651040077,0.0043290043249726295,5.3125,0.0,0.028679654002189636,0.0043290043249726295,6.625,0.0,0.019886363297700882,0.0043290043249726295,4.59375,0.0,0.016910172998905182,0.0043290043249726295,3.90625,0.0,0.2400568127632141,0.08225107938051224,4.53125,0.11572265625,0.06256764382123947,0.017316017299890518,6.625,0.0,0.12405303120613098,0.03030303120613098,7.625,0.0,0.009469697251915932,0.0043290043249726295,2.1875,0.0,0.11752570420503616,0.034632034599781036,5.40625,0.0,0.016301406547427177,0.0043290043249726295,3.765625,0.0,0.182663694024086,0.017316017299890518,16.5,0.0,0.0,0.0,0.0,0.0,0.007102272938936949,0.0043290043249726295,1.640625,0.0,0.015050054527819157,0.008658008649945259,1.96875,0.0,0.0,0.0,0.0,0.0,0.030844155699014664,0.0043290043249726295,7.125,0.0
dev,hf-000012,hf-000012:qwen2p5_7b:unconstrained_sample_pool:candidate_01,65,short,189,0.03389550372958183,0.005291005130857229,6.40625,0.0,0.02777777798473835,0.005291005130857229,5.25,0.0,0.02579365111887455,0.005291005130857229,4.875,0.0,0.0381944440305233,0.005291005130857229,7.21875,0.0,0.028480488806962967,0.010582010261714458,4.34375,0.0162353515625,0.038359787315130234,0.005291005130857229,7.25,0.0,0.025462962687015533,0.005291005130857229,4.8125,0.0,0.020998677238821983,0.005291005130857229,3.96875,0.0,0.029100529849529266,0.005291005130857229,5.5,0.0,0.0332341268658638,0.005291005130857229,6.28125,0.0,0.022982804104685783,0.005291005130857229,4.34375,0.0,0.019675925374031067,0.005291005130857229,3.71875,0.0,0.2052331417798996,0.07407407462596893,4.71875,0.078125,0.06617890298366547,0.0317460335791111,2.828125,0.0,0.056960977613925934,0.026455026119947433,3.109375,0.0240478515625,0.0,0.0,0.0,0.0,0.2208581417798996,0.026455026119947433,15.0,0.178466796875,0.03125,0.010582010261714458,3.78125,0.0,0.17526455223560333,0.01587301678955555,13.0,0.0,0.0,0.0,0.0,0.0,0.022838128730654716,0.021164020523428917,1.515625,0.0,0.015397652052342892,0.010582010261714458,1.9453125,0.0,0.0,0.0,0.0,0.0,0.048983134329319,0.010582010261714458,7.71875,0.12060546875
