question_split,problem_id,trace_id,corpus_index,analysis_length_label,solution_token_count,feature_23640_token_mean_activation,feature_23640_token_activation_frequency,feature_23640_first_64_token_mean_activation,feature_27284_token_mean_activation,feature_27284_token_activation_frequency,feature_27284_first_64_token_mean_activation,feature_1068_token_mean_activation,feature_1068_token_activation_frequency,feature_1068_first_64_token_mean_activation,feature_15720_token_mean_activation,feature_15720_token_activation_frequency,feature_15720_first_64_token_mean_activation,feature_14876_token_mean_activation,feature_14876_token_activation_frequency,feature_14876_first_64_token_mean_activation,feature_17215_token_mean_activation,feature_17215_token_activation_frequency,feature_17215_first_64_token_mean_activation,feature_21823_token_mean_activation,feature_21823_token_activation_frequency,feature_21823_first_64_token_mean_activation,feature_23849_token_mean_activation,feature_23849_token_activation_frequency,feature_23849_first_64_token_mean_activation,feature_3270_token_mean_activation,feature_3270_token_activation_frequency,feature_3270_first_64_token_mean_activation,feature_17623_token_mean_activation,feature_17623_token_activation_frequency,feature_17623_first_64_token_mean_activation,feature_1557_token_mean_activation,feature_1557_token_activation_frequency,feature_1557_first_64_token_mean_activation,feature_17085_token_mean_activation,feature_17085_token_activation_frequency,feature_17085_first_64_token_mean_activation,feature_5447_token_mean_activation,feature_5447_token_activation_frequency,feature_5447_first_64_token_mean_activation,feature_20387_token_mean_activation,feature_20387_token_activation_frequency,feature_20387_first_64_token_mean_activation,feature_27659_token_mean_activation,feature_27659_token_activation_frequency,feature_27659_first_64_token_mean_activation,feature_4321_token_mean_activation,feature_4321_token_activation_frequency,feature_4321_first_64_token_mean_activation,feature_24406_token_mean_activation,feature_24406_token_activation_frequency,feature_24406_first_64_token_mean_activation,feature_27266_token_mean_activation,feature_27266_token_activation_frequency,feature_27266_first_64_token_mean_activation,feature_22958_token_mean_activation,feature_22958_token_activation_frequency,feature_22958_first_64_token_mean_activation,feature_15417_token_mean_activation,feature_15417_token_activation_frequency,feature_15417_first_64_token_mean_activation,feature_2699_token_mean_activation,feature_2699_token_activation_frequency,feature_2699_first_64_token_mean_activation,feature_26606_token_mean_activation,feature_26606_token_activation_frequency,feature_26606_first_64_token_mean_activation,feature_2765_token_mean_activation,feature_2765_token_activation_frequency,feature_2765_first_64_token_mean_activation,feature_27872_token_mean_activation,feature_27872_token_activation_frequency,feature_27872_first_64_token_mean_activation
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_00,16,long,328,0.036108992993831635,0.012195121496915817,0.0,0.07550495117902756,0.018292682245373726,0.0,0.10794588178396225,0.030487805604934692,0.0,0.09301162511110306,0.027439024299383163,0.0,0.0,0.0,0.0,0.010384908877313137,0.0030487803742289543,0.0,0.23928162455558777,0.04573170840740204,0.2314453125,0.02729611285030842,0.009146341122686863,0.0,0.09093940258026123,0.027439024299383163,0.0,0.05125762149691582,0.015243902802467346,0.0,0.2582888603210449,0.04573170840740204,0.13427734375,0.008574695326387882,0.0030487803742289543,0.0,0.05049542710185051,0.018292682245373726,0.0,0.19276390969753265,0.06707317382097244,0.0,0.6918588280677795,0.20426829159259796,0.0269775390625,0.25714558362960815,0.04878048598766327,0.0,0.05187690630555153,0.021341463550925255,0.0,0.09760861098766327,0.03353658691048622,0.0,0.04027725011110306,0.018292682245373726,0.0,0.2424733191728592,0.0518292672932148,0.0,0.05221036449074745,0.009146341122686863,0.0,0.2060546875,0.04573170840740204,0.0,0.21027058362960815,0.04878048598766327,0.0,0.3786918818950653,0.08231707662343979,0.0
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_02,18,long,311,0.03828376159071922,0.012861736118793488,0.0,0.07239750772714615,0.01929260417819023,0.0,0.08927853405475616,0.025723472237586975,0.0,0.08937902003526688,0.028938906267285347,0.0,0.0,0.0,0.0,0.010299437679350376,0.003215434029698372,0.0,0.23502813279628754,0.05144694447517395,0.23779296875,0.008792202919721603,0.003215434029698372,0.0,0.10203979164361954,0.028938906267285347,0.0,0.0457194522023201,0.01929260417819023,0.0,0.3154139816761017,0.061093248426914215,0.1142578125,0.0,0.0,0.0,0.08734425157308578,0.028938906267285347,0.0,0.10158762335777283,0.03536977618932724,0.043212890625,0.7200060486793518,0.21221864223480225,0.298095703125,0.1313052624464035,0.025723472237586975,0.0,0.0181119367480278,0.009646302089095116,0.0,0.06453476846218109,0.025723472237586975,0.0,0.05863143131136894,0.022508038207888603,0.0,0.13987138867378235,0.045016076415777206,0.0,0.05935992673039436,0.01607717014849186,0.0,0.09822146594524384,0.028938906267285347,0.0,0.12932074069976807,0.022508038207888603,0.0,0.31945839524269104,0.07073955237865448,0.0
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_03,19,short,254,0.03752460703253746,0.011811023578047752,0.0,0.06606791168451309,0.015748031437397003,0.0,0.10445374250411987,0.027559055015444756,0.0,0.07935531437397003,0.023622047156095505,0.0,0.0,0.0,0.0,0.013041338883340359,0.003937007859349251,0.0,0.3709399700164795,0.07874015718698502,0.5263671875,0.015009842813014984,0.003937007859349251,0.0,0.09584153443574905,0.023622047156095505,0.0,0.04915108159184456,0.015748031437397003,0.0,0.35442298650741577,0.07480315119028091,0.3341064453125,0.01094980351626873,0.003937007859349251,0.0,0.06674458831548691,0.027559055015444756,0.0,0.08483021706342697,0.027559055015444756,0.0,0.4733636677265167,0.16535432636737823,0.0,0.16264763474464417,0.035433072596788406,0.0,0.04127706587314606,0.015748031437397003,0.0,0.10469980537891388,0.031496062874794006,0.0,0.026451772078871727,0.011811023578047752,0.0,0.08919783681631088,0.031496062874794006,0.0,0.06065452843904495,0.011811023578047752,0.0,0.17787279188632965,0.04330708831548691,0.0,0.15489664673805237,0.031496062874794006,0.0,0.4385150074958801,0.09842519462108612,0.0303955078125
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_05,21,short,238,0.07333245873451233,0.02521008439362049,0.0,0.08764443546533585,0.02521008439362049,0.0,0.09217436611652374,0.02521008439362049,0.0,0.08830094337463379,0.021008403971791267,0.0,0.0,0.0,0.0,0.01306460052728653,0.004201680887490511,0.0,0.307346373796463,0.06722689419984818,0.228515625,0.01194852963089943,0.004201680887490511,0.0,0.14206932485103607,0.042016807943582535,0.0,0.043264180421829224,0.012605042196810246,0.0,0.3233981132507324,0.06722689419984818,0.107666015625,0.011423319578170776,0.004201680887490511,0.0,0.0,0.0,0.0,0.0970325618982315,0.03361344709992409,0.03759765625,0.5871848464012146,0.18907563388347626,0.04931640625,0.03814338147640228,0.012605042196810246,0.0,0.041557248681783676,0.016806723549962044,0.0,0.08541228622198105,0.02521008439362049,0.0,0.01851365529000759,0.008403361774981022,0.0,0.008797269314527512,0.004201680887490511,0.0,0.008009454235434532,0.004201680887490511,0.0,0.03558298200368881,0.012605042196810246,0.0,0.02836134470999241,0.004201680887490511,0.0,0.27488183975219727,0.06722689419984818,0.0
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_06,22,short,255,0.045098040252923965,0.01568627543747425,0.0,0.06648284196853638,0.01568627543747425,0.0,0.1012561246752739,0.027450980618596077,0.0,0.0886029377579689,0.027450980618596077,0.0,0.0,0.0,0.0,0.012316176667809486,0.003921568859368563,0.0,0.3255821168422699,0.07450980693101883,0.22802734375,0.031035538762807846,0.0117647061124444,0.0,0.10214460641145706,0.027450980618596077,0.0,0.05174632370471954,0.01568627543747425,0.0,0.3074142038822174,0.05882352963089943,0.10693359375,0.010845588520169258,0.003921568859368563,0.0,0.024785539135336876,0.0117647061124444,0.0,0.07720588147640228,0.027450980618596077,0.03759765625,0.5641543865203857,0.1725490242242813,0.0478515625,0.12879902124404907,0.0313725508749485,0.0,0.06703431159257889,0.0235294122248888,0.0,0.08805146813392639,0.027450980618596077,0.0,0.034160539507865906,0.01568627543747425,0.0,0.03489583358168602,0.01568627543747425,0.0,0.0,0.0,0.0,0.12444853037595749,0.0313725508749485,0.0,0.1040441170334816,0.019607843831181526,0.0,0.36945465207099915,0.08235294371843338,0.0301513671875
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_10,26,long,296,0.060019005089998245,0.020270269364118576,0.0,0.09797297418117523,0.02364864945411682,0.0,0.11987964808940887,0.030405405908823013,0.0,0.09353885054588318,0.020270269364118576,0.0,0.0,0.0,0.0,0.011349240317940712,0.0033783784601837397,0.0,0.3561549782752991,0.07432432472705841,0.41796875,0.0307749155908823,0.010135134682059288,0.0,0.10905827581882477,0.03378378227353096,0.0,0.0732421875,0.02364864945411682,0.0,0.3494246304035187,0.07094594836235046,0.2171630859375,0.0,0.0,0.0,0.07825696468353271,0.03378378227353096,0.0,0.16778399050235748,0.05743243172764778,0.0,0.5911370515823364,0.19594594836235046,0.0,0.1942567527294159,0.04054053872823715,0.0,0.05439716950058937,0.02364864945411682,0.0,0.12294130027294159,0.0439189188182354,0.0,0.01332875806838274,0.006756756920367479,0.0,0.10314611345529556,0.03378378227353096,0.0,0.046822212636470795,0.010135134682059288,0.0,0.166015625,0.037162162363529205,0.0,0.18132390081882477,0.037162162363529205,0.0,0.3781408369541168,0.0810810774564743,0.0
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_11,27,long,308,0.042258523404598236,0.016233766451478004,0.0,0.05849228799343109,0.019480518996715546,0.0,0.06508725881576538,0.022727273404598236,0.026611328125,0.04976664111018181,0.016233766451478004,0.0,0.0,0.0,0.0,0.010349025949835777,0.003246753243729472,0.0,0.3131594955921173,0.06493506580591202,0.2392578125,0.010146103799343109,0.003246753243729472,0.0,0.07132711261510849,0.025974025949835777,0.0,0.01227678544819355,0.003246753243729472,0.0,0.26745128631591797,0.055194806307554245,0.136474609375,0.0,0.0,0.0,0.07173295319080353,0.03246753290295601,0.0,0.2830002009868622,0.08766233921051025,0.11083984375,0.5609273314476013,0.1785714328289032,0.0289306640625,0.1902901828289032,0.04220779240131378,0.0,0.040508318692445755,0.016233766451478004,0.0,0.12647119164466858,0.04220779240131378,0.0,0.01273336075246334,0.006493506487458944,0.0,0.10600142180919647,0.0357142873108387,0.0,0.12434050440788269,0.03246753290295601,0.0,0.17593343555927277,0.04220779240131378,0.0,0.1902901828289032,0.04220779240131378,0.0,0.4480265974998474,0.09740259498357773,0.031494140625
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_13,29,short,241,0.07118775695562363,0.02489626593887806,0.0,0.07780083268880844,0.02074688859283924,0.0,0.09653786569833755,0.02489626593887806,0.0,0.09413900226354599,0.02489626593887806,0.0,0.01076244842261076,0.004149377811700106,0.0,0.012837137095630169,0.004149377811700106,0.0,0.35308611392974854,0.07053942233324051,0.45849609375,0.011670124717056751,0.004149377811700106,0.0,0.13910140097141266,0.04149377718567848,0.0,0.04830135032534599,0.016597511246800423,0.0,0.3920189440250397,0.08298755437135696,0.2340087890625,0.011281120590865612,0.004149377811700106,0.0,0.0,0.0,0.0,0.06921032071113586,0.02489626593887806,0.040283203125,0.5779305100440979,0.1825726181268692,0.0,0.03877074643969536,0.01244813296943903,0.0,0.03445928543806076,0.01244813296943903,0.0,0.12214729934930801,0.029045643284916878,0.0,0.018801867961883545,0.008298755623400211,0.0,0.009919606149196625,0.004149377811700106,0.0,0.0,0.0,0.0,0.03423236683011055,0.01244813296943903,0.0,0.028915975242853165,0.004149377811700106,0.0,0.26844528317451477,0.06639004498720169,0.0
dev,hf-000012,hf-000012:qwen2p5_7b:unconstrained_sample_pool:candidate_00,64,long,231,0.05079815909266472,0.012987012974917889,0.0,0.06561147421598434,0.012987012974917889,0.0,0.1485389620065689,0.025974025949835777,0.0,0.08767924457788467,0.03896103799343109,0.02545166015625,0.016233766451478004,0.0043290043249726295,0.0,0.01515151560306549,0.0043290043249726295,0.0,0.33532872796058655,0.06060606241226196,0.1455078125,0.05526244640350342,0.012987012974917889,0.0,0.08448322862386703,0.017316017299890518,0.0,0.06872294098138809,0.021645022556185722,0.049560546875,0.3008657991886139,0.06060606241226196,0.045654296875,0.0,0.0,0.0,0.021137716248631477,0.012987012974917889,0.0279541015625,0.25422754883766174,0.06926406919956207,0.196533203125,0.4934050440788269,0.12554112076759338,0.0701904296875,0.0,0.0,0.0,0.0,0.0,0.0,0.09780844300985336,0.025974025949835777,0.0,0.007880141027271748,0.0043290043249726295,0.0,0.11803300678730011,0.043290045112371445,0.0,0.053233224898576736,0.012987012974917889,0.0,0.02205086499452591,0.008658008649945259,0.0,0.025838743895292282,0.0043290043249726295,0.0,0.08069534599781036,0.021645022556185722,0.0
dev,hf-000012,hf-000012:qwen2p5_7b:unconstrained_sample_pool:candidate_01,65,short,189,0.06059854477643967,0.01587301678955555,0.0,0.08052248507738113,0.01587301678955555,0.0,0.19626322388648987,0.0317460335791111,0.0,0.13463127613067627,0.042328041046857834,0.0625,0.033399470150470734,0.010582010261714458,0.0,0.019758597016334534,0.005291005130857229,0.0,0.43510252237319946,0.0793650820851326,0.32958984375,0.060681216418743134,0.01587301678955555,0.0,0.12520667910575867,0.0317460335791111,0.059326171875,0.07002314925193787,0.021164020523428917,0.0,0.40658068656921387,0.08465608209371567,0.201171875,0.014963624067604542,0.005291005130857229,0.0,0.0,0.0,0.0,0.11863426119089127,0.026455026119947433,0.0,0.45515045523643494,0.1269841343164444,0.0867919921875,0.0,0.0,0.0,0.028728505596518517,0.01587301678955555,0.0,0.17427249252796173,0.05820105969905853,0.0,0.0,0.0,0.0,0.0479910708963871,0.026455026119947433,0.0,0.0,0.0,0.0,0.02988591231405735,0.01587301678955555,0.0,0.029596561565995216,0.005291005130857229,0.08740234375,0.0395585335791111,0.01587301678955555,0.0
