question_split,problem_id,trace_id,corpus_index,analysis_length_label,solution_token_count,feature_11983_token_mean_activation,feature_11983_token_activation_frequency,feature_11983_first_64_token_mean_activation,feature_2645_token_mean_activation,feature_2645_token_activation_frequency,feature_2645_first_64_token_mean_activation,feature_987_token_mean_activation,feature_987_token_activation_frequency,feature_987_first_64_token_mean_activation,feature_24148_token_mean_activation,feature_24148_token_activation_frequency,feature_24148_first_64_token_mean_activation,feature_10702_token_mean_activation,feature_10702_token_activation_frequency,feature_10702_first_64_token_mean_activation,feature_493_token_mean_activation,feature_493_token_activation_frequency,feature_493_first_64_token_mean_activation,feature_22025_token_mean_activation,feature_22025_token_activation_frequency,feature_22025_first_64_token_mean_activation,feature_12175_token_mean_activation,feature_12175_token_activation_frequency,feature_12175_first_64_token_mean_activation,feature_26001_token_mean_activation,feature_26001_token_activation_frequency,feature_26001_first_64_token_mean_activation,feature_12890_token_mean_activation,feature_12890_token_activation_frequency,feature_12890_first_64_token_mean_activation,feature_22686_token_mean_activation,feature_22686_token_activation_frequency,feature_22686_first_64_token_mean_activation,feature_14905_token_mean_activation,feature_14905_token_activation_frequency,feature_14905_first_64_token_mean_activation,feature_10498_token_mean_activation,feature_10498_token_activation_frequency,feature_10498_first_64_token_mean_activation,feature_5834_token_mean_activation,feature_5834_token_activation_frequency,feature_5834_first_64_token_mean_activation,feature_26606_token_mean_activation,feature_26606_token_activation_frequency,feature_26606_first_64_token_mean_activation,feature_15767_token_mean_activation,feature_15767_token_activation_frequency,feature_15767_first_64_token_mean_activation,feature_13341_token_mean_activation,feature_13341_token_activation_frequency,feature_13341_first_64_token_mean_activation,feature_7975_token_mean_activation,feature_7975_token_activation_frequency,feature_7975_first_64_token_mean_activation,feature_804_token_mean_activation,feature_804_token_activation_frequency,feature_804_first_64_token_mean_activation,feature_20088_token_mean_activation,feature_20088_token_activation_frequency,feature_20088_first_64_token_mean_activation,feature_8597_token_mean_activation,feature_8597_token_activation_frequency,feature_8597_first_64_token_mean_activation,feature_6477_token_mean_activation,feature_6477_token_activation_frequency,feature_6477_first_64_token_mean_activation,feature_12593_token_mean_activation,feature_12593_token_activation_frequency,feature_12593_first_64_token_mean_activation,feature_5992_token_mean_activation,feature_5992_token_activation_frequency,feature_5992_first_64_token_mean_activation
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_00,16,long,328,0.03963414579629898,0.006097560748457909,0.0,0.02515243925154209,0.0030487803742289543,0.0,0.0546875,0.006097560748457909,0.0,0.05020960420370102,0.006097560748457909,0.0,0.07183688879013062,0.006097560748457909,0.0,0.04858993738889694,0.006097560748457909,0.0,0.05449695140123367,0.006097560748457909,0.0,0.03372713550925255,0.0030487803742289543,0.0,0.026009907945990562,0.006097560748457909,0.0,0.026295730844140053,0.0030487803742289543,0.0,0.05554496869444847,0.006097560748457909,0.0,0.05354420840740204,0.006097560748457909,0.0,0.25171494483947754,0.0731707289814949,0.0,0.22694359719753265,0.05487804859876633,0.038330078125,0.3436785340309143,0.07621951401233673,0.04248046875,0.2708650827407837,0.06402438879013062,0.0224609375,0.1658012568950653,0.03353658691048622,0.0,0.39769911766052246,0.12195122241973877,0.0,0.051209986209869385,0.024390242993831635,0.0,0.07362328469753265,0.024390242993831635,0.0,0.07710079848766327,0.027439024299383163,0.0,0.23108802735805511,0.0731707289814949,0.17431640625,0.05542587488889694,0.027439024299383163,0.0,0.15022389590740204,0.03963414579629898,0.0
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_02,18,long,311,0.04170016199350357,0.006430868059396744,0.0,0.02813504822552204,0.003215434029698372,0.0,0.0625,0.006430868059396744,0.0,0.050040192902088165,0.006430868059396744,0.0,0.06923231482505798,0.006430868059396744,0.0,0.05024115741252899,0.006430868059396744,0.0,0.06008842587471008,0.006430868059396744,0.0,0.03336012735962868,0.003215434029698372,0.0,0.028938906267285347,0.006430868059396744,0.0,0.03034565970301628,0.003215434029698372,0.0,0.047829583287239075,0.006430868059396744,0.0,0.06119373068213463,0.006430868059396744,0.0,0.1886555403470993,0.06430868059396744,0.0,0.1657455861568451,0.045016076415777206,0.0,0.1805667132139206,0.045016076415777206,0.0,0.2259344905614853,0.05466238036751747,0.0,0.047528136521577835,0.01607717014849186,0.0,0.4342845678329468,0.11575562506914139,0.35205078125,0.05458701774477959,0.025723472237586975,0.0,0.051798634231090546,0.012861736118793488,0.0,0.010952572338283062,0.006430868059396744,0.0,0.12705989181995392,0.04823151230812073,0.0322265625,0.10713926702737808,0.045016076415777206,0.0,0.231008842587471,0.061093248426914215,0.0
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_03,19,short,254,0.04724409431219101,0.007874015718698502,0.0,0.030019685626029968,0.003937007859349251,0.0,0.07086614519357681,0.007874015718698502,0.0,0.06409940868616104,0.007874015718698502,0.0,0.08956693112850189,0.007874015718698502,0.0,0.0586860254406929,0.007874015718698502,0.0,0.07874015718698502,0.011811023578047752,0.03564453125,0.042322833091020584,0.003937007859349251,0.0,0.031126968562602997,0.007874015718698502,0.0,0.03567913547158241,0.003937007859349251,0.0,0.06717519462108612,0.007874015718698502,0.0,0.06557578593492508,0.007874015718698502,0.0,0.14320866763591766,0.05118110403418541,0.0,0.2033095508813858,0.05118110403418541,0.028076171875,0.2661478817462921,0.06692913174629211,0.0,0.19863435626029968,0.05118110403418541,0.0,0.12804502248764038,0.04330708831548691,0.0,0.35456138849258423,0.12204724550247192,0.1220703125,0.0313115157186985,0.015748031437397003,0.0,0.01208784431219101,0.007874015718698502,0.02392578125,0.03989296406507492,0.015748031437397003,0.0,0.15732651948928833,0.04724409431219101,0.035400390625,0.013748769648373127,0.007874015718698502,0.0,0.16621555387973785,0.05118110403418541,0.0
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_05,21,short,238,0.05527836084365845,0.008403361774981022,0.0,0.036764707416296005,0.004201680887490511,0.0,0.08009453862905502,0.008403361774981022,0.0,0.06486344337463379,0.008403361774981022,0.0,0.08862920105457306,0.008403361774981022,0.0,0.06512605398893356,0.008403361774981022,0.0,0.07878151535987854,0.008403361774981022,0.0,0.04254201799631119,0.004201680887490511,0.0,0.03991596773266792,0.008403361774981022,0.0,0.039128150790929794,0.004201680887490511,0.0,0.07050945609807968,0.016806723549962044,0.0,0.0791754201054573,0.008403361774981022,0.0,0.1316307783126831,0.04621848836541176,0.0,0.15362395346164703,0.05042016878724098,0.090576171875,0.08501838147640228,0.03781512752175331,0.0,0.07940519601106644,0.03361344709992409,0.0,0.06085871905088425,0.021008403971791267,0.0,0.2909663915634155,0.0882352963089943,0.2109375,0.026293329894542694,0.012605042196810246,0.0,0.016872374340891838,0.008403361774981022,0.0244140625,0.0,0.0,0.0,0.16401326656341553,0.05042016878724098,0.033203125,0.04946822300553322,0.021008403971791267,0.0,0.1517200618982315,0.042016807943582535,0.0
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_06,22,short,255,0.05159313604235649,0.007843137718737125,0.0,0.03504902124404907,0.003921568859368563,0.0,0.07573529332876205,0.007843137718737125,0.0,0.06041666492819786,0.007843137718737125,0.0,0.08370097726583481,0.007843137718737125,0.0,0.06151960790157318,0.007843137718737125,0.0,0.07475490123033524,0.007843137718737125,0.0,0.039950981736183167,0.003921568859368563,0.0,0.03811274468898773,0.007843137718737125,0.0,0.036764707416296005,0.003921568859368563,0.0,0.06657475233078003,0.01568627543747425,0.0,0.07561274617910385,0.007843137718737125,0.0,0.21522670984268188,0.07450980693101883,0.0,0.1569240242242813,0.04313725605607033,0.054931640625,0.20438112318515778,0.05098039284348488,0.0,0.1882352977991104,0.054901961237192154,0.0,0.07034313678741455,0.0235294122248888,0.0,0.32944241166114807,0.09803921729326248,0.216064453125,0.023835783824324608,0.0117647061124444,0.0,0.006035539321601391,0.003921568859368563,0.0240478515625,0.01568627543747425,0.003921568859368563,0.0,0.17711396515369415,0.05098039284348488,0.032958984375,0.06320465356111526,0.0235294122248888,0.0,0.17303921282291412,0.0470588244497776,0.0
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_10,26,long,296,0.04127956181764603,0.006756756920367479,0.0,0.02607685886323452,0.0033783784601837397,0.0,0.06228885054588318,0.006756756920367479,0.0,0.055426519364118576,0.006756756920367479,0.0,0.07791385054588318,0.006756756920367479,0.0,0.05194256827235222,0.006756756920367479,0.0,0.060494087636470795,0.006756756920367479,0.0,0.03652871772646904,0.0033783784601837397,0.0,0.026340793818235397,0.006756756920367479,0.0,0.03146114945411682,0.0033783784601837397,0.0,0.057854730635881424,0.006756756920367479,0.0,0.05838260054588318,0.006756756920367479,0.0,0.27985113859176636,0.0878378376364708,0.0,0.20035366714000702,0.06418918818235397,0.0,0.3106788396835327,0.07094594836235046,0.0,0.22677364945411682,0.054054055362939835,0.0,0.07511613517999649,0.02364864945411682,0.0,0.404296875,0.10810811072587967,0.07861328125,0.05653505027294159,0.030405405908823013,0.0,0.03924725577235222,0.013513513840734959,0.0,0.06967905163764954,0.02364864945411682,0.0,0.16978991031646729,0.0439189188182354,0.0,0.04362858831882477,0.020270269364118576,0.0,0.2255859375,0.06081081181764603,0.0240478515625
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_11,27,long,308,0.04261363670229912,0.006493506487458944,0.0,0.02800324745476246,0.003246753243729472,0.0,0.06310876458883286,0.006493506487458944,0.0,0.05093344300985336,0.006493506487458944,0.0,0.06909497082233429,0.006493506487458944,0.0,0.051745131611824036,0.006493506487458944,0.0,0.060978084802627563,0.006493506487458944,0.0,0.03327922150492668,0.003246753243729472,0.0,0.029778815805912018,0.006493506487458944,0.0,0.030438311398029327,0.003246753243729472,0.0,0.05562601611018181,0.012987012974917889,0.0,0.06270292401313782,0.006493506487458944,0.0,0.2749086916446686,0.07792207598686218,0.0,0.33887988328933716,0.09740259498357773,0.0,0.372133731842041,0.08441558480262756,0.0,0.25979098677635193,0.051948051899671555,0.0,0.0775669664144516,0.025974025949835777,0.0,0.3388291299343109,0.09415584057569504,0.141845703125,0.1169084832072258,0.051948051899671555,0.0,0.09075690060853958,0.016233766451478004,0.0,0.25126826763153076,0.06168831139802933,0.0,0.1805245578289032,0.051948051899671555,0.0,0.06399655342102051,0.025974025949835777,0.0,0.19919338822364807,0.055194806307554245,0.0
dev,hf-000001,hf-000001:qwen2p5_7b:unconstrained_sample_pool:candidate_13,29,short,241,0.054719917476177216,0.008298755623400211,0.0,0.036566391587257385,0.004149377811700106,0.0,0.08026452362537384,0.008298755623400211,0.0,0.06574170291423798,0.008298755623400211,0.0,0.09011929482221603,0.008298755623400211,0.0,0.06548236310482025,0.008298755623400211,0.0,0.07857883721590042,0.008298755623400211,0.0,0.04279045760631561,0.004149377811700106,0.0,0.04013226181268692,0.008298755623400211,0.0,0.038641080260276794,0.004149377811700106,0.0,0.0655796155333519,0.01244813296943903,0.0,0.079356849193573,0.008298755623400211,0.0,0.12133687734603882,0.04979253187775612,0.0,0.1523275375366211,0.04979253187775612,0.0283203125,0.06736255437135696,0.029045643284916878,0.0,0.07076633721590042,0.029045643284916878,0.0,0.10020098835229874,0.02489626593887806,0.0,0.20915456116199493,0.07053942233324051,0.052734375,0.032968100160360336,0.016597511246800423,0.0,0.01915845461189747,0.008298755623400211,0.0242919921875,0.0,0.0,0.0,0.19430756568908691,0.062240663915872574,0.0,0.037733402103185654,0.02074688859283924,0.0,0.22815093398094177,0.058091286569833755,0.0
dev,hf-000012,hf-000012:qwen2p5_7b:unconstrained_sample_pool:candidate_00,64,long,231,0.051001083105802536,0.008658008649945259,0.0,0.0357142873108387,0.0043290043249726295,0.0,0.08428030461072922,0.008658008649945259,0.0,0.07251082360744476,0.008658008649945259,0.0,0.09848485141992569,0.008658008649945259,0.0,0.07034631818532944,0.008658008649945259,0.0,0.08008658140897751,0.008658008649945259,0.0,0.046266235411167145,0.0043290043249726295,0.0,0.03544372320175171,0.008658008649945259,0.0,0.040313851088285446,0.0043290043249726295,0.0,0.07585904002189636,0.012987012974917889,0.0,0.07832792401313782,0.008658008649945259,0.0,0.09287066757678986,0.0476190485060215,0.0,0.16270968317985535,0.034632034599781036,0.0,0.02380952425301075,0.017316017299890518,0.0,0.020156925544142723,0.008658008649945259,0.0,0.07535172998905182,0.025974025949835777,0.0,0.3089826703071594,0.09090909361839294,0.0,0.2131696492433548,0.08225107938051224,0.079833984375,0.0048363097012043,0.0043290043249726295,0.0,0.004430465400218964,0.0043290043249726295,0.0,0.17650838196277618,0.06060606241226196,0.0,0.05549918860197067,0.025974025949835777,0.0,0.2904829680919647,0.08658009022474289,0.03759765625
dev,hf-000012,hf-000012:qwen2p5_7b:unconstrained_sample_pool:candidate_01,65,short,189,0.06779100745916367,0.010582010261714458,0.0,0.0436507947742939,0.005291005130857229,0.0,0.0957341268658638,0.010582010261714458,0.0,0.08895502984523773,0.010582010261714458,0.0,0.12566137313842773,0.010582010261714458,0.0,0.08746693283319473,0.010582010261714458,0.0,0.09193121641874313,0.010582010261714458,0.0,0.05787036940455437,0.005291005130857229,0.0,0.045386902987957,0.010582010261714458,0.0,0.04794973507523537,0.005291005130857229,0.0,0.09490741044282913,0.010582010261714458,0.0,0.11102844029664993,0.021164020523428917,0.031005859375,0.12142443656921387,0.06878306716680527,0.02880859375,0.102182537317276,0.021164020523428917,0.0,0.025090938434004784,0.01587301678955555,0.0,0.0204613097012043,0.010582010261714458,0.0,0.11313657462596893,0.03703703731298447,0.0,0.12330522388219833,0.05291005223989487,0.04443359375,0.07833167910575867,0.042328041046857834,0.0167236328125,0.0,0.0,0.0,0.0,0.0,0.0,0.3572668731212616,0.1269841343164444,0.400634765625,0.010995370335876942,0.005291005130857229,0.0,0.23206017911434174,0.05820105969905853,0.0458984375
